Gene_ID,Brain,Spinal,Kidney,Heart,Sk_muscle,Main_EO,Sach_EO,Hunter_EO
C7785652.g1,179.9,10.8,0,2.2,0,6.6,6.5,4.7
C7785740.g1,148.8,192.1,171.8,383.3,511.6,1235.7,1136.1,1879.4
C7785852.g1,441.5,23.2,0,5.9,0,0,11.7,12.6
C7786388.g1,129.9,43,204.7,572,515.4,680.1,1122.2,805.5
C7786486.g1,137.6,115.1,119.8,107.8,265.5,91.2,125.6,163
C7786742.g1,1.3,0,0,0,33.9,0,0,0
C7786902.g1,9.2,3.6,0,0,0,0,0,0
C7787126.g1,59,44.1,75.1,70.7,403.1,44.5,100.2,106.5
C7787358.g1,18,7,38.3,36.1,45.7,28.4,21.2,38.3
C7787918.g1,51.3,141.2,40,901.5,377.2,277.2,460.7,469.5
C7788524.g1,301.1,197.8,78,71.3,734.9,629.7,531,844.8
C7788684.g1,117.8,327.7,543.6,310,18.2,45.1,71.1,10.1
C7789332.g1,296.1,193.2,586.6,458.6,214.4,744.3,428.6,189.8
C7789786.g1,218,71.9,0,3.3,7.1,39.6,39.4,28.5
C7790186.g1,238.7,177.5,0,70.1,24,67.2,35.3,32.2
C7790238.g1,1168.6,1098.3,720.3,711.9,263.1,1021.3,904.5,518.5
C7790310.g1,69.8,94.7,167.7,77.4,52.4,95.6,81,81.2
C7791778.g1,558.7,163.7,139,347.6,279.6,226.7,293,310.8
C7792100.g1,658.4,530.5,88.5,203.8,130.6,98.9,104.5,146
C7793172.g1,183.5,5.4,0,0,0,10.8,21.6,5.8
C7793374.g1,93.1,190.1,261.2,1264.5,3551.1,722.3,536.9,1400
C7793612.g1,56.7,42.2,0,18.5,0,24.4,0,6.6
C7794496.g1,27.4,78.7,27.6,159.9,115.6,47.1,101.9,169.9
C7794952.g1,6.5,2.5,153.6,18.1,0,2.6,0,0
C7796016.g1,204,316.8,536.2,355.4,247.6,157.8,209.6,154.9
C7796684.g1,210.5,702.3,500.2,1263.2,1346.8,1733.2,1490.8,1416.9
C7796698.g1,1607.9,1541.8,1757,1856.9,1650.9,1744.2,1382.4,2082.1
C7797040.g1,18.4,41.1,112.8,33,1.9,12.6,13.5,8.8
C7797046.g1,0,0,6.7,0,0,0,0,0
C7797450.g1,177.6,139.9,27.7,143.3,146.9,188.2,136.3,110.7
C7797626.g1,154,91.9,137.9,209,529.8,139.1,199.5,282.1
C7798162.g1,3.2,3.7,0,45.9,153.8,5.7,1.9,12.2
C7798240.g1,17.1,2.9,0,0,0,0,0,0
C7798924.g1,22.6,7.8,10.2,6.4,6.7,11,15.6,13.5
C7798964.g1,10305.7,21532.9,79602.5,18098.7,41107.3,41819.5,34739.2,37380.2
C7799074.g1,120.2,148.9,460.8,116.5,98.6,89.7,151.7,137.3
C7799644.g1,10.2,1.1,5.9,0,2.4,2.2,10.9,4.7
C7799672.g1,2.4,18.4,0,15065.8,27639.5,1367.4,1931.5,1191
C7799940.g1,2807.9,4076.3,1372,497.6,683.6,1170.5,1101.8,1348.9
C7800006.g1,11,0,3.5,0,0,0,0,0
C7800434.g1,263.7,211.5,705.9,598.9,248.3,127.5,162.4,217.4
C7800510.g1,117.6,152.1,168.6,257.7,67.6,129.9,103.9,48.8
C7800776.g1,1210.1,15.8,0,0,0,0,4.8,0
C7800952.g1,0,0,0,0,0,0,0,0
C7800964.g1,324.1,251.6,150.2,348.5,921.3,253.9,277.7,505.2
C7800972.g1,31.2,19.3,0,19.8,242.1,128,174.9,276
C7801000.g1,21.9,213.9,14,2.2,0,0,0,0
C7801034.g1,673.5,1106.9,79.6,24,19,0,14.7,6.4
C7802494.g1,2559.9,5473.1,153.6,1015.2,9681.7,969.4,882.7,1174
C7803146.g1,25.1,170,10.7,3.3,0,6.6,3.3,0
C7803978.g1,267,102.7,23.3,341.8,176.1,371.3,339.7,377.2
C7804060.g1,162.8,67.8,0,111,0,0,0,0
C7804468.g1,161.1,47.6,8.9,45,83.2,2.8,23,38.8
C7804868.g1,369.7,287.6,30.2,44.7,21.5,12,17.9,49.7
C7805034.g1,24.4,272,132.3,489.1,275.2,54.5,48.9,53
C7805528.g1,254.7,153.7,412.6,546.2,163.1,101.3,195.4,211.7
C7805964.g1,131,214.1,0,50.8,0,0,0,2.5
C7806202.g1,70.7,23.1,4.2,490.3,33.3,17.5,29,37.7
C7806920.g1,48,25.5,0,0,0,0,0,0
C7806980.g1,41.1,55.5,430.2,53,76.1,61.6,57.6,94.6
C7807058.g1,776.1,1114.7,630.3,162.3,169.6,276.5,301.6,278
C7807324.g1,95.9,184.5,51.8,269.1,176.8,167.3,198.2,204.5
C7807418.g1,100.4,98.3,388.7,584.8,979.5,128.9,202.8,284.9
C7807778.g1,145.5,12.4,10.1,22.2,13.4,21.9,15.5,20.2
C7808164.g1,474.7,245.1,290,332.4,296.9,212.8,219.2,306.1
C7808472.g1,24.6,280.3,0,0,0,0,0,0
C7808770.g1,26.5,21,410.2,60.1,43.2,1481.8,1168.7,1269.4
C7809172.g1,161.8,215.6,0,254.7,100.1,8.9,46.4,38.3
C7809240.g1,685.6,953.8,4648.4,939.7,773.9,1468.6,1225,1052.7
C7809630.g1,264.5,258.8,55.1,132.6,67.1,90.8,42.4,88.8
C7809788.g1,245.2,419.4,714.2,1777.3,1343.3,3562.3,2926,3627.3
C7810724.g1,44.7,19,3133.6,19.5,174.9,35.9,26.2,12.9
C7810848.g1,152.1,83.5,457.5,79.2,77.1,118.7,94.8,91
C7811048.g1,95.4,102.5,52.4,105,104.5,152.1,190.8,114.8
C7811236.g1,534.7,326.6,4175.2,154.5,211.7,16.9,108,287.2
C7811712.g1,418.8,978.5,983.8,1649.5,3503.3,3704.7,5128.1,1430.7
C7811906.g1,150.9,146,109.1,209.5,250.4,205.1,495.2,262.6
C7812060.g1,3961.5,10040.5,147.3,891.4,804.6,236,311.7,385.6
C7812468.g1,239.1,167.3,705.2,223.1,278.1,245.2,235,371.8
C7812528.g1,126.1,164.4,139.3,458.2,1121,192.7,196.8,289.5
C7812576.g1,32.5,17.5,15.9,6,25.3,11.8,14.7,12.7
C7812576.g2,48.3,39.1,30.7,8.9,14.1,13.2,2.2,0
C7812786.g1,45.8,17.9,0,0,38.7,0,0,0
C7812878.g1,176.4,98.5,131.2,150.1,200.6,152.6,156.7,222
C7813236.g1,374.7,373.5,291,714.4,678.3,390,379.7,552.2
C7814890.g1,16.1,28.3,0,19.3,0,0,0,0
C7815266.g1,0,0,133.8,3.2,15.8,2.1,1,64.7
C7815486.g1,364.6,216.3,71,340.7,106.1,405.6,295.3,179.9
C7816192.g1,435.1,251.6,360.1,164.6,733.2,792,714.4,1253.4
C7817608.g1,5.4,8.1,6.9,20.4,926.3,199.3,160.2,483.1
C7819474.g1,138.9,213.3,360.5,220.5,406.1,332.7,280.1,252.1
C7819934.g1,271.9,152.6,0,0,0,0,0,0
C7820010.g1,131.1,118,21.4,108.8,68.2,154.8,98.8,107
C7820090.g1,129.3,410.3,265.2,517.2,430.2,38.2,81.7,65.9
C7820504.g1,66,473.3,0,0,0,0,0,0
C7820594.g1,12.2,34.3,151.3,36.1,0,15.4,21.1,10.4
C7820602.g1,84.4,37.6,0,0,11.6,4.3,0,4.7
C7820722.g1,51.1,19,15.5,13.6,16.5,14.4,13.4,13.4
C7821168.g1,8.5,34.7,664.8,36.4,21.5,15.8,25.7,25.1
C7821180.g1,322,307.7,621.4,126.4,175.3,352,303.9,443.2
C7821336.g1,0.9,3.2,0,0,9.3,138.3,160.3,114.2
C7821608.g1,34.8,25.9,4,41.7,40.1,29.8,29.7,36.2
C7822835.g1,289.1,167.6,1939.1,278.9,344.6,406.3,370,305.6
C7823407.g1,10,8.8,0,0,840.3,121.6,162.4,51.2
C7823773.g1,207.9,438.7,352,4,176.2,681.9,870.1,740.6
C7823947.g1,383.5,168.8,26.3,164.9,16.9,51.3,44.8,11.1
C7824495.g1,11.7,49.3,41.7,112.2,11.9,196.2,104.6,74.5
C7825679.g1,599,1213.2,974.1,937.5,1215.8,1387.5,1488.1,1912.2
C7826029.g1,143,107.1,132.8,198.3,248.4,184,258.7,255.7
C7826229.g1,0,0,0,0,0,0,0,0
C7826265.g1,211.2,162.2,488.4,181.5,81.1,151.1,165.5,198.3
C7826685.g1,325.7,451.2,2501.1,502.1,216.4,578.5,529.7,495.2
C7826699.g1,171.9,54.8,18.5,0,17,42.2,47.2,93.8
C7826817.g1,1364.5,2276.8,4361,1122.7,26510.2,1351.6,1114.8,2094.8
C7826859.g1,2,0,192.4,7.1,5,2.3,4.6,0
C7827461.g1,133.8,78.3,91,115.6,110.4,68,89.6,136.7
C7827931.g1,16.1,2.7,0,11,17.4,24.4,29.7,29.2
C7828117.g1,10.9,0,69.1,2.6,0,0,0,0
C7828169.g1,52.4,61.3,42.4,111.4,374.5,166,182.1,151.7
C7829071.g1,134.7,51.6,21.8,140.9,18.6,0,5.8,9.4
C7829857.g1,100.7,124.7,30.1,28.4,30,21,14,60.3
C7830455.g1,31.7,16.9,495.5,24.2,14.6,40.9,16.9,44.1
C7830499.g1,8.7,32.4,300,27.9,0,22.3,17.1,9.3
C7830511.g1,388.1,537,43.1,79.9,97,1209.2,1040.9,1621.5
C7830849.g1,177.7,11.1,0,11.3,0,0,0,0
C7831331.g1,35.3,46.4,2.8,110.9,128.5,109.3,142.5,179.6
C7831403.g1,195.2,90.1,287.7,234.7,590.6,169,339.8,455.8
C7831619.g1,15536.3,22080.1,7759851.5,25722.9,12940.5,5096.4,4501.1,6770.9
C7831645.g1,49.2,49.3,147.4,29.5,89,70.5,45.4,85
C7832271.g1,60.8,77,3766.7,326.1,41.7,13.4,16.4,27.4
C7832379.g1,5383.7,8833.2,0,1.6,0,1.5,0,1.7
C7832483.g1,37.9,31.8,0,44.6,33.7,33.7,34.4,22.8
C7834081.g1,313.9,493,0,0,28.4,79.4,105.4,119.9
C7834845.g1,124.7,82.6,433.3,104.6,84.2,34.3,19.5,42.3
C7835413.g1,73,29.3,14.5,0,0,18.9,34.9,61
C7835491.g1,220.9,203,132.3,192.6,202,138.7,166.7,202.1
C7835585.g1,15.7,0,0,0,0,0,0,4
C7836477.g1,903.4,1163.5,248,45.6,27,18,21.5,29.1
C7836637.g1,45.6,18.8,92.1,48.2,20.4,6.3,12.6,20.5
C7836791.g1,171.9,198.8,23.5,288.9,2312,1791.3,3144.3,2292.7
C7837189.g1,119.3,159.1,2244.4,192.9,633,55.7,143.5,162.5
C7837233.g1,0,0,0,1572.1,1412.9,0,0,6.9
C7837929.g1,209.8,1228.3,0,4.8,10.2,7.9,4.7,3.4
C7838017.g1,27,19.7,34.3,101.2,59.9,31.9,43.7,38.7
C7838891.g1,9,0,11.4,8.6,0,2.1,4.2,0
C7840199.g1,316.2,366.1,739.9,473.6,282.5,555.2,578.9,457.9
C7840617.g1,0,9.1,672.8,14,0,4.6,4.6,0
C7841477.g1,49.1,77.4,0,0,0,0,0,4.8
C7841639.g1,96.3,35.8,310.5,41.3,33.9,35.4,33.7,36.5
C7841929.g1,51.6,24,58.3,73.6,6.2,65.7,58.7,35.5
C7842903.g1,36.3,62.7,112.1,66.3,8.8,69.4,38.6,6.6
C7842937.g1,71.2,47.6,51.7,54.9,193.4,324.3,131.6,382.2
C7843109.g1,8.1,89.2,4.1,63.2,80.2,0,0,0
C7843511.g1,491.1,519.3,539.6,456.7,318.7,556.5,351,235.1
C7843541.g1,78.4,17.5,45.1,42.5,4.7,86,59.3,19
C7843813.g1,313.3,475,3314.1,389.3,270.6,191.8,240.1,242.3
C7844607.g1,134.6,58.6,43.8,103.2,55.5,44.3,27.6,37.9
C7844979.g1,0.6,0.7,1.5,10.8,19.8,491.1,622.5,523.6
C7845025.g1,1674.8,1835.4,682.5,3552,1695.9,2416.1,1490.7,2113.3
C7845191.g1,1336.8,3779.8,18157.4,326.9,0,5.8,14.6,22.1
C7845393.g1,2281.4,992.1,181.4,1126.6,2009.1,606.9,802.4,1396.9
C7845503.g1,0,0,0,0,0,0,0,0
C7846793.g1,2.6,0,19.9,3.1,0,1.5,4.6,5
C7847129.g1,0,10.8,193.6,24.9,35.1,49,40.7,26.4
C7848125.g1,7183,9733.3,9407.8,15420.6,15859.9,10272.1,10347.2,11801
C7848515.g1,863.5,167.6,14,13.2,0,4.4,4.3,14
C7848773.g1,1.5,5.1,0,3.5,0,6.9,6.8,0
C7848915.g1,388.5,30,12.5,137,164.9,9.3,9.3,10
C7849061.g1,278.9,486.4,2802.1,395,170.3,98.8,58.1,75.9
C7849489.g1,5.4,8.8,4.1,7.7,5136.7,981.4,1025.4,261.9
C7850169.g1,6.1,8.9,21.3,0,0,0,0,1.9
C7850647.g1,128.7,158.9,18,106.8,193.6,691.4,625.3,742.1
C7850655.g1,38.3,80.7,636.3,114.9,0,11.3,11.3,4.9
C7851805.g1,130,19.7,51.5,95.1,30,41.9,31.8,28
C7852085.g1,2.6,6.2,0,6.3,73.6,0,149,0
C7852363.g1,840.7,1897.8,1820.1,643.4,1075.9,1230,666.7,640.9
C7852373.g1,0,0,0,6.8,0,0,0,0
C7852417.g1,103.6,239.8,67.3,1725.1,659.3,739.1,785.3,752.2
C7852421.g1,316.7,89.3,0,13.7,0,0,4.5,4.9
C7852693.g1,101.1,125,1287.7,235.2,377.7,242.4,275.7,243.3
C7853043.g1,246.2,82.8,206.2,437.1,293.6,2085.5,1751.6,2455.8
C7853469.g1,17.8,50.8,0,1.2,0,0,0,0
C7853895.g1,31.2,101.2,436.9,41.5,15.4,35.8,13.2,16.5
C7854835.g1,6.6,12.4,136.7,14.3,3.4,6.3,6.2,0
C7855113.g1,463.6,438.6,810,1018.8,436.2,1305.3,1047.7,688.4
C7855293.g1,102.7,223.8,2345.2,155,94.3,48.1,56.2,83.5
C7856271.g1,727,896.1,1578.4,1242.6,3395.4,1707.9,1867.7,2389.7
C7856375.g1,72.3,69,297.3,122,114,43.5,75.4,108
C7856595.g1,43,304.5,0,3,0,0,6,3.2
C7857007.g1,2588.2,460,26.7,285.3,84.3,41.3,41.8,85.4
C7857145.g1,0,0,0,0,2.7,0,0,0
C7857621.g1,33.4,47.7,61.3,31.1,0,0,0,37.8
C7857753.g1,351.9,176,229.5,250.1,130.5,417.4,344.5,384.6
C7857869.g1,1123.1,3734.9,11.4,3327.1,2766.7,6398.9,9717.9,6134.8
C7857917.g1,1471.6,3618.2,921.5,4786.9,2186.4,7804.1,6786.2,6783.9
C7858159.g1,8,6.5,3,57.3,226.4,63.1,103.1,74.1
C7858291.g1,3.1,16.9,1097.4,59.5,28.9,15.9,21.9,26.3
C7858619.g1,2.7,12.5,122.7,48.2,13.6,25.3,25.2,3.4
C7859383.g1,157.9,74.8,27.2,173.9,173,120.9,90.3,201
C7859489.g1,152.6,104.9,391.5,78.6,61.1,67.9,83.4,127.8
C7860887.g1,24.1,45.9,0,75.9,313.6,128.3,163.2,242.1
C7861081.g1,288.4,27.2,4.1,2.9,2,2.8,0.9,2
C7861995.g1,541.4,1062.3,381.5,1160.2,770.7,519.9,593.1,579.9
C7862079.g1,3.9,0,19.8,0,9.9,32.2,4.6,34.7
C7862149.g1,16.1,78.9,0,0,0,0,0,0
C7863137.g1,1328.1,2404.9,51.1,237.1,214.6,50,73.4,93
C7864255.g1,33.7,0,0,0,0,0,0,0
C7864889.g1,367.8,439.1,430.3,770,587.8,302.9,362,390.9
C7864969.g1,41.1,78.5,1204.7,186.1,97.4,137.3,139.3,95.1
C7864973.g1,1560.6,780.2,458.2,192.5,30.9,83.3,88.7,158.1
C7865389.g1,0,0,30.9,12.9,0,0,0,0
C7865585.g1,304.8,158.4,137.3,50.7,10.7,137.4,104.5,88.9
C7867151.g1,62.3,100,54.3,70.2,49.5,70.6,57.4,49.8
C7867215.g1,226.8,263.4,663.6,184.2,145.7,152.2,211.8,235.3
C7868075.g1,449,1357.7,406.4,675.7,833.4,1396.7,1578.8,1481.2
C7868143.g1,26.7,23.5,79.4,13.4,101.7,47.4,49.8,124.9
C7868953.g1,0,0,70.2,0,10.7,0,0,14.4
C7869479.g1,1426,2793,46.9,260.1,262.5,57.6,73.8,100.2
C7869661.g1,379,245.2,915.1,584.1,181,653.5,402.7,304.8
C7870765.g1,95.5,77.3,1323.9,460.9,31,28.9,51.8,62.4
C7871631.g1,238.2,106.9,103.1,59.1,26,70.3,70,58.8
C7872063.g1,222.5,10.5,19.6,1.5,0,0,1.5,3.3
C7872255.g1,0,0,0,0,0,0,0,0
C7872889.g1,135.8,39.7,97.2,162.7,96.8,75.1,124.7,108.1
C7873387.g1,301,259.4,205.2,285,186.6,236.2,196.4,276.3
C7874283.g1,35.1,26.1,8.1,149,113.1,33.9,33.7,69
C7874831.g1,139.6,250.7,99.1,506.9,383,303,268,331.5
C7874869.g1,599,1010.1,625.8,1555.5,698.3,1930.4,1645.2,1001.8
C7875091.g1,0,0,148.4,29.6,183.7,212.8,305.5,267.8
C7875171.g1,20,7.8,0,0,16.9,0,15.7,0
C7875627.g1,170,178.6,154.8,340.9,136.9,131.8,167.6,151.3
C7877129.g1,0,4.6,27.3,9.3,19.8,9.2,6.9,8.7
C7877807.g1,88.7,184.7,656.6,583.5,3015.5,616.9,514.9,574.6
C7878327.g1,84.2,77.8,124,95.6,404.6,47.1,52.1,39.5
C7878559.g1,54.3,12.9,0,1.8,1.9,0,3.4,2.8
C7878741.g1,41.1,30.4,12.8,854.6,21.2,10.9,24.6,21.3
C7878877.g1,572.9,638,464.3,965.2,1168.1,1258.5,1200.6,1324.1
C7879083.g1,0,0,0,0,0,0,0,0
C7880257.g1,56,14.6,0,4611.6,34216.2,465.7,620.2,256.6
C7880335.g1,453.8,638,0,522.4,931.2,824.3,728.9,648
C7880633.g1,34.9,22.1,51.3,41.8,27.8,100,73.8,29.8
C7880807.g1,348.4,701.6,115.4,3705.4,9822.6,1564.7,1902.3,2207.3
C7880993.g1,247.7,490.2,1089.9,1803.6,523.7,546.1,520.3,748.9
C7881055.g1,1379,1111.7,1074.8,732.2,320.4,912,817.4,563.4
C7881133.g1,6,0,0,0,0,0,0,0
C7881981.g1,0.8,0,7.8,0,3.9,0,0,0
C7882651.g1,39,47,9,63.8,24,14,23.6,30.1
C7882931.g1,57.1,94.6,1470.8,72.7,235.2,182.6,208.4,139.4
C7882991.g1,0.8,0,0,1,0,1.9,1.9,0
C7883059.g1,0,1.3,0,0,0,0,0,0
C7883681.g1,229.6,133,0,348.5,2399.4,1548.5,2408.3,1904
C7883989.g1,1026.4,1646,590.1,831.5,979.4,1359.5,1282.3,1290.9
C7885495.g1,25.8,20.1,1449.6,7.7,16.4,3.8,1.3,6.8
C7885825.g1,291.5,27.8,27.2,61.3,36.2,11.2,16.8,21.2
C7885927.g1,368.1,93.2,134.2,1293.8,2183.9,150.8,188.8,135.8
C7886083.g1,15.8,15.4,955.8,94.5,6.7,18.6,40.2,33.4
C7886355.g1,14.4,1.4,13.7,10.1,12.2,5.7,15.5,3.1
C7886879.g1,187,141.4,462.6,302,381.5,164.2,189,239.6
C7886883.g1,55.9,12.3,4,8.8,58.8,70.9,52,51
C7887577.g1,23.6,46.1,35.8,186.2,145.5,70.4,54.3,86
C7888421.g1,78.9,46.1,37.6,29.6,75,64,81.1,56.5
C7888563.g1,101.7,17.8,0,0,0,0,6,6.5
C7888569.g1,1190,1065.7,709.1,1458.8,3984.1,1323,1389.8,2081.1
C7888633.g1,19,18.5,48.2,19,40.1,3.7,11.2,0
C7889403.g1,2532,90.8,0,0,0,0,0,0
C7890359.g1,438.4,344.2,65.2,323.4,151.6,180.2,123.4,255
C7890433.g1,31.5,77.2,875.3,165.2,194.7,126.7,204.9,176.8
C7890665.g1,0,0,20.9,2.3,0,0,2.3,0
C7891053.g1,348.3,338,319.6,451.8,564.3,508.2,544.4,666.5
C7891135.g1,1032.2,677,0,1.4,0,5.3,4,2.9
C7891203.g1,10.6,7.4,0,2.5,0,0,0,0
C7891287.g1,31.1,49.1,2,57.8,11.8,7.4,11,17.8
C7891631.g1,185.5,100.5,8.7,65.9,322.2,381.3,242.3,384.9
C7891749.g1,34.6,29.7,0,0,0,0,0,0
C7891867.g1,184.7,126.5,65.6,283.1,29.5,5.9,17.6,8.5
C7892349.g1,0.8,3.9,0,0,2.1,11654.7,6583.5,9730.8
C7892401.g1,191.4,133.5,55.8,336.7,258.1,149.2,154.8,187.8
C7892957.g1,83.9,218.9,303.6,734.6,866.7,1424.4,1282,969.4
C7893543.g1,56.7,281.8,99.1,42.5,89.8,8.4,50,18
C7894403.g1,1412.9,1992.6,14151.5,4790.1,932.1,2546.1,2376.7,2007.9
C7894803.g1,114.4,62.2,0,0,0,0,0,0
C7894829.g1,367.4,252.3,4.3,433.1,3193.4,4292.9,3986.5,4112.5
C7895149.g1,20.5,8.7,0.7,45.1,20.2,24.9,22.8,9.4
C7895405.g1,761.9,1856.6,0,5.4,0,0,0,0
C7895597.g1,0,8.6,0,0,0,0,0,0
C7895801.g1,317.5,64.8,3349.1,63.1,47.9,59.8,241.4,80.8
C7896319.g1,81.2,29.7,6.5,22.3,0,2,2,0
C7896889.g1,521.6,327.9,652.1,402.4,392.8,809.7,757.2,744.6
C7897779.g1,0,0,0,0,0,5.4,12.5,10.7
C7897961.g1,32.7,7.7,461,15.6,0,11.6,3.8,33.3
C7898175.g1,4.4,15.5,270.5,10.6,5.6,2.6,1.3,1.4
C7898477.g1,56.4,29.8,3.5,22.9,20.8,21.5,13.9,13.9
C7899449.g1,0,0,0,0,0,0,0,0
C7900097.g1,140.6,224.4,765.3,36.8,37.1,51.9,48.2,50.3
C7900555.g1,169.2,129.9,312,132.5,363,719.3,610.1,489.3
C7900717.g1,722.2,628.3,99.1,1021.1,822.7,519.2,622,427.8
C7902023.g1,1457.2,1155.4,1035.9,837.1,806.7,1396.9,1279.4,1294.7
C7902517.g1,138.3,129,5.1,83591,230526.8,138672.4,177299.9,91457.2
C7902679.g1,237.4,47.6,94.9,73.2,17.2,16,31.9,51.8
C7903067.g1,39,4.8,36.5,0,5.2,43.6,33.7,28.7
C7903375.g1,0.6,0,0,0,0,0,0,0
C7903699.g1,0,0,0,0,0,0,0,0
C7903699.g2,0,0,0,0,0,0,0,0
C7904832.g1,89.1,83.3,163.6,476.7,321,299.1,309.5,209.2
C7904982.g1,41.5,118.4,85.5,383.7,264.1,153.3,245,248
C7905230.g1,67.6,34.7,58.6,109.2,51.9,100.3,86.7,109.5
C7905238.g1,126.8,283.7,637.4,394,177.8,178.6,264.3,200.2
C7905656.g1,90.4,93.5,519.3,675.7,439.3,233.3,239,328
C7906164.g1,27,69,6.4,8.1,47,13.9,4,32.2
C7906390.g1,138,68.5,34,117.2,61.5,60.2,46.2,50
C7906394.g1,20.3,60.6,16.5,11.1,0,8.7,2.2,2.4
C7906784.g1,59.4,57.7,190.6,36.2,15.3,0,10.6,10.2
C7906888.g1,0,3.9,10.6,0,4.2,0,0,0
C7906898.g1,597.2,560.9,371.5,855,9936.5,1387,1670,1543.7
C7906908.g1,547.3,230.5,51.5,59,17.8,4.1,8.3,13.4
C7907386.g1,440.8,335.2,696.1,378.2,545.5,133.1,156.9,274
C7907406.g1,276.1,346.6,767.7,79.9,40.7,74.8,128,113.9
C7908074.g1,151.7,229.4,50,121.4,253.2,37.7,145.2,91.9
C7908912.g1,177.3,240.9,578.5,114.8,99.4,122,133.9,147
C7909052.g1,227.9,43.9,0,0,0,0,0,0
C7909228.g1,2.7,0,2201.6,3.3,0,0,0,0
C7909390.g1,109.7,13.4,0,1.1,0,0,0,0
C7909468.g1,83.1,333.6,34219.8,544.8,20.7,40.4,183.9,68.5
C7909552.g1,111,22.3,0,0,0,0,0,0
C7909660.g1,37.1,11.7,217.8,201.8,101.3,144.9,73.8,85.4
C7909984.g1,425.5,239,118.1,330.8,340.2,99.7,153.8,207.5
C7910032.g1,54.3,1110,83.3,4.5,0,4.4,0,0
C7910280.g1,116.4,133.8,18,84.9,92.4,466,429.6,600.6
C7911240.g1,401.3,493.4,716.8,437.1,1377.9,2815.4,2311.9,3132.2
C7911354.g1,6.1,12,0,9.8,0,0,0,0
C7912063.g1,27.3,11.4,828.1,2.9,2.5,1.1,3.4,2.5
C7912539.g1,0.6,0,0,148.6,26.3,0,0,0
C7913181.g1,922.5,1366.9,775.6,483.5,508.9,800.5,672.5,636.7
C7915158.g1,904.6,78.5,0,0,0,0,0,0
C7915396.g1,28.5,69.5,30.2,136.7,24.1,92.6,86.6,54.5
C7915686.g1,204.5,122.7,401.7,265.5,343.8,225.1,189.5,220.3
C7915760.g1,20,30,337.6,44.5,29,47.2,43.6,43.6
C7915844.g1,188.1,253.2,455.5,86.5,13.1,57.8,100,75.5
C7916254.g1,28.9,23,8.3,265.7,20,32.5,38.5,70.1
C7916538.g1,204.2,102.4,129.9,129.4,155.3,74.1,125.2,133.7
C7916978.g1,108.9,170.6,9.9,109.6,133.1,23,89.2,42.1
C7918496.g1,84.7,191.9,0,0,0,0,0,0
C7918584.g1,0,0,0,0,0,0,0,0
C7919140.g1,151.4,234.8,149.3,68.9,86.3,91.5,69,53.8
C7919212.g1,0,9.3,18.5,15.9,0,0,0,0
C7919542.g1,117.5,436.5,312.8,16.5,17.4,3.8,9,7.7
C7920518.g1,1402.4,67.7,27.2,129.6,12.8,0,1.5,1.6
C7920832.g1,68.5,18.5,0,0,0,0,0,0
C7921040.g1,213,115,8.9,2.8,71.2,212.8,126.6,125.2
C7921158.g1,0.8,0,0,0,4.2,1,0,0
C7921478.g1,36.9,20.2,0,2.9,0,1.5,1.4,0
C7922150.g1,524.1,505.2,860.8,428.2,349.3,565.9,585.2,522
C7922740.g1,1280.4,2087.7,77.5,539.1,6271.7,382.2,489.4,605
C7923160.g1,55.6,76.1,117.5,89.2,186.3,249.2,218.3,250.8
C7923294.g1,225.7,206.3,159.7,137.9,193.2,67,96.6,125.6
C7923360.g1,92,62.4,51.9,76.4,53,17.3,47.9,29.3
C7923602.g1,0,3.7,16,0,0,0,0,0
C7923788.g1,43.5,1304.4,6123.2,972.6,192.4,267.2,312.3,428.8
C7924088.g1,2222.3,1884,2201.4,2410.2,1676.7,2661,1735.7,1338.7
C7924176.g1,16.8,101.3,0,16.8,0,3.3,3.3,0
C7924426.g1,141.7,96.4,111.4,100.4,71.8,45.6,51.5,34.4
C7924718.g1,1.1,5.1,0,0,0,0,0,1.4
C7924762.g1,0,0,0,0,0,0,0,0
C7925182.g1,674.3,353.9,163.9,29.3,72.2,30.4,22.3,29.4
C7925550.g1,122.5,26.7,16.3,0,0,0,0,0
C7926008.g1,48.4,129,407.3,99.1,129.8,164.8,135.6,117.5
C7926224.g1,27,7.9,0,8.1,0,0,0,0
C7927058.g1,439,460,201,281.9,1130.4,762.7,957.7,702
C7927194.g1,75,24.2,78.9,35.1,8.7,36.6,85.1,49.4
C7927266.g1,0,0,0,0,0,785.6,572.3,470.7
C7927380.g1,157.1,193.9,2537.6,1.6,91.1,3.9,15.7,516.3
C7927572.g1,2.8,95.9,425.3,75.9,4.7,55,168.6,28.5
C7930020.g1,44,40.1,3.6,76.7,23.2,16.9,24.9,21.1
C7930344.g1,47.2,36.1,99.3,60.9,27.6,66.5,72.6,34.7
C7930424.g1,0.4,2.6,2.8,38.7,108.5,28.4,23.1,33.4
C7930460.g1,84.6,55.5,297.2,56.2,29.3,38.1,55.1,73.6
C7930818.g1,1504.8,891.7,902.5,1881.6,4333.1,2575.6,2456.2,2318
C7930950.g1,0,0,0,27.2,389.9,18.6,12.3,8.9
C7930976.g1,705.5,401.9,239.7,167.6,316,104.1,125.1,151
C7931684.g1,1029,1241.5,1611.9,704,1592,2596,2369.7,2085
C7932230.g1,26.7,17.5,30.3,29.1,14.3,23.8,30.4,15.9
C7932608.g1,108.4,111.3,104.3,0,0,1.7,3.5,0
